key,name,description,icon,rarity,affinity,breed,shard_item,unique_command,habit_slot_1_key,habit_slot_1_name,habit_slot_2_key,habit_slot_2_name,habit_slot_3_key,habit_slot_3_name,habit_slot_4_key,habit_slot_4_name,habit_slot_5_key,habit_slot_5_name,habit_slot_6_key,habit_slot_6_name
dragon_nodedefender_spwn_black_goat_alpha,Black Goat,"From the cursed depths of Harrenhal’s visions comes the Black Goat, a monstrous omen glimpsed by Ulf and Daemon as the castle’s dark influence takes hold. Whether beast, spirit, or something born of older powers, it prowls at the edge of reason, spreading dread wherever its shadow falls.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br><br>Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.<br><br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_BlackGoat.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_black_goat_01,,,,,,,,,,,,
dragon_nodedefender_spwn_black_goat_beta,Black Goat,"From the cursed depths of Harrenhal’s visions comes the Black Goat, a monstrous omen glimpsed by Ulf and Daemon as the castle’s dark influence takes hold. Whether beast, spirit, or something born of older powers, it prowls at the edge of reason, spreading dread wherever its shadow falls.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br><br>Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.<br><br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_BlackGoat.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_black_goat_01,,,,,,,,,,,,
dragon_nodedefender_spwn_black_goat_charlie,Black Goat,"From the cursed depths of Harrenhal’s visions comes the Black Goat, a monstrous omen glimpsed by Ulf and Daemon as the castle’s dark influence takes hold. Whether beast, spirit, or something born of older powers, it prowls at the edge of reason, spreading dread wherever its shadow falls.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br><br>Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.<br><br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_BlackGoat.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_black_goat_01,,,,,,,,,,,,
dragon_nodedefender_spwn_triarchy_invader_alpha,Triarchy Invaders,"As battle engulfs the Gullet, Triarchy forces pour onto the land in search of blood and spoils. Hardened by the Stepstones and driven by greed, these invaders strike fast and without mercy. Wherever they land, they leave ruin behind.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_TriarchyInvader.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_triarchy_invader_01,,,,,,,,,,,,
dragon_nodedefender_spwn_triarchy_invader_beta,Triarchy Invaders,"As battle engulfs the Gullet, Triarchy forces pour onto the land in search of blood and spoils. Hardened by the Stepstones and driven by greed, these invaders strike fast and without mercy. Wherever they land, they leave ruin behind.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_TriarchyInvader.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_triarchy_invader_01,,,,,,,,,,,,
dragon_nodedefender_spwn_triarchy_invader_charlie,Triarchy Invaders,"As battle engulfs the Gullet, Triarchy forces pour onto the land in search of blood and spoils. Hardened by the Stepstones and driven by greed, these invaders strike fast and without mercy. Wherever they land, they leave ruin behind.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use.

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_TriarchyInvader.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_triarchy_invader_01,,,,,,,,,,,,
dragon_nodedefender_spwn_hightower_soldier_alpha,Hightower Soldiers,"Ormund Hightower’s soldiers have taken shelter in Tumbleton, forcing themselves into the homes of the very people they claim to protect. Armed, entrenched, and loyal to Oldtown, these occupiers must be driven out before the town is lost from within.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br>Hunting uses <style=""Inline_Resolve"">Resolve</style> / <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><style=""Inline_Resolve"">Resolve</style> regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost.<br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership; it frees the tile for future use.<br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Greens.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_hightower_soldier_01,,,,,,,,,,,,
dragon_nodedefender_spwn_hightower_soldier_beta,Hightower Soldiers,"Ormund Hightower’s soldiers have taken shelter in Tumbleton, forcing themselves into the homes of the very people they claim to protect. Armed, entrenched, and loyal to Oldtown, these occupiers must be driven out before the town is lost from within.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br>Hunting uses <style=""Inline_Resolve"">Resolve</style> / <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><style=""Inline_Resolve"">Resolve</style> regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost.<br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership; it frees the tile for future use.<br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Greens.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_hightower_soldier_01,,,,,,,,,,,,
dragon_nodedefender_spwn_hightower_soldier_charlie,Hightower Soldiers,"Ormund Hightower’s soldiers have taken shelter in Tumbleton, forcing themselves into the homes of the very people they claim to protect. Armed, entrenched, and loyal to Oldtown, these occupiers must be driven out before the town is lost from within.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br>Hunting uses <style=""Inline_Resolve"">Resolve</style> / <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><style=""Inline_Resolve"">Resolve</style> regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost.<br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership; it frees the tile for future use.<br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Greens.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_hightower_soldier_01,,,,,,,,,,,,
dragon_nodedefender_spwn_targaryen_soldier_alpha,Black Queen’s Soldiers,"Soldiers march on Tumbleton in the name of the Black Queen, but betrayal has shattered the lines between ally and enemy. With dragons overhead and rival banners burning below, these forces must be driven back before the battle consumes the realm.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br>Hunting uses <style=""Inline_Resolve"">Resolve</style> / <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><style=""Inline_Resolve"">Resolve</style> regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost.<br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership; it frees the tile for future use.<br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Blacks.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_targaryen_soldier_01,habit_pve_spwn_targaryen_soldier_slot1_01,Usurper's Demise,,,,,,,,,,
dragon_nodedefender_spwn_targaryen_soldier_beta,Black Queen’s Soldiers,"Soldiers march on Tumbleton in the name of the Black Queen, but betrayal has shattered the lines between ally and enemy. With dragons overhead and rival banners burning below, these forces must be driven back before the battle consumes the realm.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br>Hunting uses <style=""Inline_Resolve"">Resolve</style> / <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><style=""Inline_Resolve"">Resolve</style> regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost.<br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership; it frees the tile for future use.<br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Blacks.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_targaryen_soldier_01,habit_pve_spwn_targaryen_soldier_slot1_01,Usurper's Demise,,,,,,,,,,
dragon_nodedefender_spwn_targaryen_soldier_charlie,Black Queen’s Soldiers,"Soldiers march on Tumbleton in the name of the Black Queen, but betrayal has shattered the lines between ally and enemy. With dragons overhead and rival banners burning below, these forces must be driven back before the battle consumes the realm.<br><br><style=""Inline_H2"">How to Hunt: Event Encounters</style><br><style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map for a limited time. Defeat them with your armies to earn valuable rewards.<br>Hunting uses <style=""Inline_Resolve"">Resolve</style> / <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the type of Encounter.<br><style=""Inline_Resolve"">Resolve</style> regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost.<br><style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership; it frees the tile for future use.<br>Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Blacks.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_targaryen_soldier_01,habit_pve_spwn_targaryen_soldier_slot1_01,Usurper's Demise,,,,,,,,,,
dragon_nodedefender_spwn_outlaw_resolve_alpha,Outlaws,"A typical group of bandits, armed with desperation and steel. All too common in these troubled times, they prey on the weak and thrive in the chaos of war-torn roads and unguarded villages.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Event Encounters</style> are powerful enemies that appear on the map for a limited-time. Defeat them with your armies to earn unique and valuable rewards before they disappear.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Outlaw.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_spwn_outlaw_resolve_beta,Outlaws,"A typical group of bandits, armed with desperation and steel. All too common in these troubled times, they prey on the weak and thrive in the chaos of war-torn roads and unguarded villages.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Event Encounters</style> are powerful enemies that appear on the map for a limited-time. Defeat them with your armies to earn unique and valuable rewards before they disappear.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Outlaw.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_spwn_outlaw_resolve_charlie,Outlaws,"A typical group of bandits, armed with desperation and steel. All too common in these troubled times, they prey on the weak and thrive in the chaos of war-torn roads and unguarded villages.

<style=""Inline_H2"">How to Hunt: Event Encounters</style>
<style=""Inline_Bold"">Event Encounters</style> are powerful enemies that appear on the map for a limited-time. Defeat them with your armies to earn unique and valuable rewards before they disappear.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_Outlaw.png,rarity_dragon_spawnable_ap,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_outlaw_01,,,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_champion_alpha,Wild Champion,"An apex predator of sky and flame, this wild dragon dominates with terrifying presence. It crushes threats with a mix of raw power and unshakable resilience.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonChampion.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_wilddragon_champion_01,habit_pve_spwn_wilddragon_champion_slot1_01,Crownbreaker’s Wrath,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_champion_beta,Wild Champion,"An apex predator of sky and flame, this wild dragon dominates with terrifying presence. It crushes threats with a mix of raw power and unshakable resilience.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonChampion.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_wilddragon_champion_01,habit_pve_spwn_wilddragon_champion_slot1_01,Crownbreaker’s Wrath,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_champion_charlie,Wild Champion,"An apex predator of sky and flame, this wild dragon dominates with terrifying presence. It crushes threats with a mix of raw power and unshakable resilience.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonChampion.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_champion,curr_Gold,command_pve_spwn_wilddragon_champion_01,habit_pve_spwn_wilddragon_champion_slot1_01,Crownbreaker’s Wrath,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_sentinel_alpha,Wild Sentinel,"A spectral guardian of forgotten heights, this wild dragon defends its domain with sharp intellect. It shields itself with cunning, making it far more dangerous than it appears.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonSentinel.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_wilddragon_sentinel_01,habit_pve_spwn_wilddragon_sentinel_slot1_01,Ironwind Ward,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_sentinel_beta,Wild Sentinel,"A spectral guardian of forgotten heights, this wild dragon defends its domain with sharp intellect. It shields itself with cunning, making it far more dangerous than it appears.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonSentinel.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_wilddragon_sentinel_01,habit_pve_spwn_wilddragon_sentinel_slot1_01,Ironwind Ward,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_sentinel_charlie,Wild Sentinel,"A spectral guardian of forgotten heights, this wild dragon defends its domain with sharp intellect. It shields itself with cunning, making it far more dangerous than it appears.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonSentinel.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_sentinel,curr_Gold,command_pve_spwn_wilddragon_sentinel_01,habit_pve_spwn_wilddragon_sentinel_slot1_01,Ironwind Ward,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_hunter_alpha,Wild Hunter,"A stalking blaze in the sky, this wild dragon burns from above, sowing weakness with every strike. It strikes not just to wound—but to unravel, using fire and fury.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonHunter.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_spwn_wilddragon_hunter_01,habit_pve_spwn_wilddragon_hunter_slot1_01,Burning Quarry,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_hunter_beta,Wild Hunter,"A stalking blaze in the sky, this wild dragon burns from above, sowing weakness with every strike. It strikes not just to wound—but to unravel, using fire and fury.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonHunter.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_spwn_wilddragon_hunter_01,habit_pve_spwn_wilddragon_hunter_slot1_01,Burning Quarry,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_hunter_charlie,Wild Hunter,"A stalking blaze in the sky, this wild dragon burns from above, sowing weakness with every strike. It strikes not just to wound—but to unravel, using fire and fury.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses <style=""Inline_Resolve"">Resolve</style> (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonHunter.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_hunter,curr_Gold,command_pve_spwn_wilddragon_hunter_01,habit_pve_spwn_wilddragon_hunter_slot1_01,Burning Quarry,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_warrior_alpha,Wild Warrior,"A thunderclap of wings and fury, this wild dragon barrels into foes with brute strength and physical dominance.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses Resolve (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonWarrior.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_wilddragon_warrior_01,habit_pve_spwn_wilddragon_warrior_slot1_01,Bloodfang Call,,,,,,,,,,
dragon_nodedefender_spwn_wilddragon_warrior_beta,Wild Warrior,"A thunderclap of wings and fury, this wild dragon barrels into foes with brute strength and physical dominance.

<style=""Inline_H2"">How to Hunt: Common Encounters</style>
<style=""Inline_Bold"">Encounters</style> are powerful enemies that appear on the map. Defeat them with your armies to earn unique and valuable rewards.

Hunting uses Resolve (a special energy that regenerates over time or can be refreshed daily for a <style=""Inline_Gold"">Gold</style> cost), <style=""inline_Stamina"">Stamina</style>, or a combination of both depending on the Encounter.

<style=""Inline_Underline"">You do not need tile adjacency</style> to attack. Unlike normal tile Defenders, defeating them does not grant tile ownership, it just frees the tile for future use. 

Some Encounters may take multiple attacks—or armies—to defeat.",Icon_Spwn_Thumb_WildDragonWarrior.png,rarity_dragon_spawnable_wild,affinity_nodedefender_neutral,breed_warrior,curr_Gold,command_pve_spwn_wilddragon_warrior_01,habit_pve_spwn_wilddragon_warrior_slot1_01,Bloodfang Call,,,,,,,,,,
